0,3000,3001,3002,3003,3004,4000,8,47,5003,5001,5002,5000,16,1003,1012,1014,1018,1019,1020,1027,1028,1032,2003,2012,2014,2018,2019,2020,2027,2028,2032,1002,1010,1023,1026,2002,2010,2023,2026,1008,1025,1029,1031,2008,2025,2029,2031,1015,1030,2015,2030
1155,1.2352e+05,19229,90275,46250,69818,1.8972e+05,53055,53315,53185,66066,65339,65702,22418,5959,6442,3636,3996,1536,2840,15516,20695,976,5131,6376,4681,3254,2198,3012,16151,20120,997,1432,1726,3905,2311,2086,2098,3506,2165,11704,9166,12716,8761,17861,8534,11919,9614,10475,12215,11132,12428
1280,1.0015e+05,16153,82345,36183,58707,1.3928e+05,41210,42537,41874,54316,55643,54980,19233,5055,5859,3309,3944,2049,2770,9619,17840,530,3636,5772,3749,2736,1950,2912,11795,15832,789,1145,1888,2760,1579,2127,2273,2816,1565,10486,9178,11959,9579,11192,7948,11596,10407,8567,9539,8621,9456
2073,1.1305e+05,18722,84970,41808,64638,1.7826e+05,46644,45072,45858,60835,59809,60322,19614,4981,6693,3244,3252,1741,2528,12979,19927,567,4673,6671,4349,3133,2515,2553,14435,17830,980,2217,2077,2488,2429,2529,1654,3276,2052,9850,9562,10565,12603,13203,8801,11348,9038,9486,9930,11502,10890
1074,1.1658e+05,15803,76921,36689,61498,1.5057e+05,43153,45522,44338,55115,57590,56352,19871,6236,7366,3935,3556,2101,2422,13134,18810,560,6209,5586,4123,3406,2159,4748,13522,17688,1020,1482,1826,2502,1781,1883,1858,2741,1730,9850,7080,11877,8859,12003,8219,10553,8480,7800,9669,8662,10558
1122,86569,12488,58923,28460,46610,1.1632e+05,35026,35481,35254,42790,42781,42786,15802,3368,5093,3285,3019,1710,2040,9768,15148,536,4035,5329,3223,2580,1677,2181,9381,13579,617,1287,1736,1959,1162,1613,1431,1814,1486,7748,6045,7219,7071,9973,6348,7949,6570,6613,7237,7887,6723
602,1.0304e+05,15346,77436,37229,58262,2.1721e+05,48728,49507,49118,61381,62158,61770,23437,5994,6296,3820,3094,1493,2502,10414,17520,561,3700,6145,3726,2716,2082,2540,13326,16369,740,1013,1754,2948,1874,1858,1938,2750,1211,10290,7971,10110,9213,12397,7266,11522,8667,9481,8419,10398,8931
610,98192,15519,69631,37665,55252,1.2586e+05,44838,45685,45262,55303,55833,55568,19662,4699,5922,2958,4142,1485,2709,10912,15613,717,4961,5908,4188,2258,1839,2971,12347,13929,634,1058,1881,2248,1920,2266,1650,2692,1804,10066,6610,8578,8313,11578,6802,8750,8934,7556,11037,9359,9713
842,1.1951e+05,15649,88490,47611,67816,2.0445e+05,58215,58011,58113,71919,71487,71703,24208,5773,6618,3727,3463,2512,3024,12762,20179,780,5003,6799,3950,3308,2628,4094,12815,21081,997,1285,2316,3007,2122,1154,2446,2609,710,11448,8216,12292,11242,12238,8861,12776,11417,11919,11071,13336,11285
1030,1.2845e+05,19029,72258,39446,64796,2.4156e+05,53612,55993,54802,71440,72490,71965,26948,6135,8402,5049,4283,1999,2083,14667,20607,515,5613,7056,5193,3563,2420,4243,15904,19656,1064,1947,2356,3436,3080,1890,2013,2531,1776,8026,10464,9839,8638,10640,9331,8734,6586,9499,11278,8867,9802
